1	N	45
1	J	45
0	J	45
1	R	45
2	N	46
2	J	46
1	W	46
2	R	46
3	N	60
3	J	61
2	E	65
1	J	65
3	R	65
3	W	71
1	R	71
4	N	71
4	J	72
1	W	72
4	R	72
5	N	104
5	J	104
4	W	105
5	R	105
4	J	106
5	E	107
4	R	107
4	W	112
0	R	112
0	W	112
4	J	2556
4	R	2556
4	W	2556
0	R	2556
4	J	2667
4	R	2667
4	W	2667
0	R	2667
4	J	2826
4	R	2826
4	W	2826
0	R	2826
4	J	2952
4	R	2952
4	W	2952
0	R	2952
3	J	3070
3	R	3070
3	W	3070
0	R	3070
4	J	3672
4	R	3672
4	W	3672
0	R	3672
4	J	3800
4	R	3800
4	W	3800
0	R	3800
4	J	3989
4	R	3989
4	W	3995
0	R	3995
4	J	4067
4	R	4067
4	W	4067
0	R	4067
4	J	4453
4	R	4453
6	N	4454
6	J	4454
4	W	4454
6	R	4454
7	N	4457
7	J	4457
8	N	4457
8	J	4458
9	N	4458
9	J	4459
6	W	4459
9	R	4459
9	J	4479
8	R	4479
8	W	4479
7	R	4479
7	J	4499
9	R	4499
9	J	4519
7	R	4519
7	J	4539
9	R	4539
9	J	4559
7	R	4559
7	J	4579
9	R	4579
8	J	4599
9	J	4599
8	R	4599
8	W	4599
7	R	4599
7	J	4619
9	R	4619
9	J	4639
7	R	4639
7	J	4659
9	R	4659
9	W	4659
7	R	4659
8	J	4719
7	J	4719
8	R	4719
8	W	4719
7	R	4719
9	J	4779
7	J	4779
9	R	4779
8	J	4838
9	J	4838
8	R	4838
8	W	4838
7	R	4838
7	J	4858
9	R	4858
9	J	4878
7	R	4878
7	J	4898
9	R	4898
9	J	4918
7	R	4918
7	J	4938
9	R	4938
9	W	4939
8	J	4939
8	R	4939
8	W	4939
7	R	4939
9	J	5059
8	J	5059
7	J	5059
9	R	5059
9	J	5098
8	R	5098
8	W	5098
9	R	5098
9	J	5118
7	R	5118
7	J	5138
9	R	5138
9	J	5158
7	R	5158
7	J	5178
9	R	5178
9	J	5198
7	R	5198
8	J	5218
7	J	5218
8	R	5218
8	W	5218
9	R	5218
9	W	5219
7	R	5219
8	J	5319
7	J	5319
8	R	5319
8	W	5319
7	R	5319
9	J	5339
7	J	5339
9	R	5339
9	J	5398
7	R	5398
7	J	5418
9	R	5418
8	J	5438
9	J	5438
8	R	5438
8	W	5438
7	R	5438
7	J	5458
9	R	5458
9	J	5478
7	R	5478
7	J	5498
9	R	5498
9	W	5499
7	R	5499
8	J	5539
7	J	5539
8	R	5539
8	W	5539
7	R	5539
9	J	5619
7	J	5619
9	R	5619
8	J	5658
9	J	5658
8	R	5658
8	E	5658
6	J	5658
6	R	5658
6	W	5658
9	R	5658
9	J	5678
7	R	5678
7	J	5698
9	R	5698
9	J	5718
7	R	5718
7	J	5738
9	R	5738
9	J	5758
7	R	5758
7	J	5778
9	R	5778
9	W	5779
7	R	5779
9	J	5899
7	J	5899
9	R	5899
9	E	5899
6	J	5899
6	R	5899
6	W	5899
7	R	5899
7	E	5959
6	J	5959
6	R	5959
6	E	5960
4	J	5960
4	R	5960
10	N	5960
10	J	5961
4	W	5961
10	R	5961
4	J	5963
10	E	5964
4	R	5964
4	W	5964
0	R	5964
4	J	10304
4	R	10304
4	W	10304
0	R	10304
4	J	10412
4	R	10412
4	W	10412
0	R	10412
4	J	10747
4	R	10747
4	W	10748
0	R	10748
4	J	10877
4	R	10877
4	W	10877
0	R	10877
4	J	11004
4	R	11004
4	W	11004
0	R	11004
4	J	11136
4	R	11136
4	W	11136
0	R	11136
4	J	11243
4	R	11243
4	W	11243
0	R	11243
4	J	11341
4	R	11341
4	W	11341
0	R	11341
4	J	11738
4	R	11738
11	N	11739
11	J	11740
4	W	11740
11	R	11740
