1	N	45
1	J	45
0	J	45
1	R	45
2	N	46
2	J	46
1	W	46
2	R	46
3	N	60
3	J	61
2	E	65
1	J	65
3	R	65
3	W	71
1	R	71
4	N	71
4	J	72
1	W	72
4	R	72
5	N	104
5	J	104
4	W	105
5	R	105
4	J	106
5	E	107
4	R	107
4	W	112
0	R	112
0	W	112
4	J	2450
4	R	2451
4	W	2451
0	R	2451
4	J	2558
4	R	2558
4	W	2558
0	R	2559
4	J	2636
4	R	2636
4	W	2636
0	R	2636
4	J	2734
4	R	2734
4	W	2734
0	R	2734
3	J	3070
3	R	3070
3	W	3070
0	R	3070
4	J	3568
4	R	3568
4	W	3568
0	R	3568
4	J	3675
4	R	3675
4	W	3675
0	R	3675
4	J	3747
4	R	3747
4	W	3753
0	R	3753
4	J	3848
4	R	3848
4	W	3848
0	R	3848
4	J	4212
4	R	4212
6	N	4213
6	J	4213
4	W	4214
6	R	4214
7	N	4216
7	J	4216
8	N	4217
8	J	4217
9	N	4217
9	J	4218
6	W	4218
9	R	4218
9	J	4238
8	R	4238
8	W	4238
7	R	4238
7	J	4258
9	R	4258
9	J	4278
7	R	4278
7	J	4298
9	R	4298
9	J	4318
7	R	4318
7	J	4338
9	R	4338
8	J	4358
9	J	4358
8	R	4358
8	W	4358
7	R	4358
7	J	4378
9	R	4378
9	J	4398
7	R	4398
7	J	4418
9	R	4418
9	W	4418
7	R	4418
8	J	4478
7	J	4478
8	R	4478
8	W	4478
7	R	4478
9	J	4538
7	J	4538
9	R	4538
8	J	4597
9	J	4597
8	R	4597
8	W	4597
7	R	4597
7	J	4617
9	R	4617
9	J	4637
7	R	4637
7	J	4657
9	R	4657
9	J	4677
7	R	4677
7	J	4697
9	R	4697
9	W	4698
8	J	4698
8	R	4698
8	W	4698
7	R	4698
9	J	4818
8	J	4818
7	J	4818
9	R	4818
9	J	4857
8	R	4857
8	W	4857
9	R	4857
9	J	4877
7	R	4877
7	J	4897
9	R	4897
9	J	4917
7	R	4917
7	J	4937
9	R	4937
9	J	4957
7	R	4957
8	J	4977
7	J	4977
8	R	4977
8	W	4977
9	R	4977
9	W	4978
7	R	4978
8	J	5078
7	J	5078
8	R	5078
8	W	5078
7	R	5078
9	J	5098
7	J	5098
9	R	5098
9	J	5157
7	R	5157
7	J	5177
9	R	5177
8	J	5197
9	J	5197
8	R	5197
8	W	5197
7	R	5197
7	J	5217
9	R	5217
9	J	5237
7	R	5237
7	J	5257
9	R	5257
9	W	5258
7	R	5258
8	J	5298
7	J	5298
8	R	5298
8	W	5298
7	R	5298
9	J	5378
7	J	5378
9	R	5378
8	J	5417
9	J	5417
8	R	5417
8	E	5417
6	J	5417
6	R	5417
6	W	5417
9	R	5417
9	J	5437
7	R	5437
7	J	5457
9	R	5457
9	J	5477
7	R	5477
7	J	5497
9	R	5497
9	J	5517
7	R	5517
7	J	5537
9	R	5537
9	W	5538
7	R	5538
9	J	5658
7	J	5658
9	R	5658
9	E	5658
6	J	5658
6	R	5658
6	W	5658
7	R	5658
7	E	5718
6	J	5718
6	R	5718
6	E	5719
4	J	5719
4	R	5719
10	N	5719
10	J	5720
4	W	5720
10	R	5720
4	J	5722
10	E	5723
4	R	5723
4	W	5723
0	R	5723
4	J	9716
4	R	9716
4	W	9716
0	R	9716
4	J	9820
4	R	9820
4	W	9821
0	R	9821
4	J	9821
4	R	9821
4	W	9821
0	R	9821
4	J	9919
4	R	9919
4	W	9919
0	R	9919
4	J	10104
4	R	10104
4	W	10104
0	R	10104
4	J	10201
4	R	10201
4	W	10201
0	R	10201
4	J	10233
4	R	10233
4	W	10233
0	R	10233
4	J	10338
4	R	10338
4	W	10338
0	R	10338
4	J	10491
4	R	10491
11	N	10492
11	J	10493
4	W	10493
11	R	10493
