10	R	16310
10	W	16310
11	R	16310
11	J	16320
9	R	16320
9	J	16330
11	R	16330
11	J	16340
9	R	16340
9	J	16350
11	R	16350
11	W	16351
9	R	16351
10	J	16411
9	J	16411
10	R	16411
10	W	16411
9	R	16411
11	J	16461
9	J	16461
11	R	16461
11	J	16490
9	R	16490
9	J	16500
11	R	16500
11	J	16510
9	R	16510
10	J	16520
9	J	16520
10	R	16520
10	W	16520
11	R	16520
11	J	16530
9	R	16530
9	J	16540
11	R	16540
11	J	16550
9	R	16550
9	J	16560
11	R	16560
11	J	16570
9	R	16570
9	J	16580
11	R	16580
11	J	16590
9	R	16590
9	J	16600
11	R	16600
11	J	16610
9	R	16610
9	J	16620
11	R	16620
10	J	16630
11	J	16630
10	R	16630
10	W	16630
9	R	16630
9	J	16640
11	R	16640
11	W	16641
9	R	16641
10	J	16731
9	J	16731
10	R	16731
10	W	16731
9	R	16731
11	J	16751
9	J	16751
11	R	16751
11	J	16780
9	R	16780
9	J	16790
11	R	16790
11	J	16800
9	R	16800
9	J	16810
11	R	16810
11	J	16820
9	R	16820
9	J	16830
11	R	16830
10	J	16840
11	J	16840
10	R	16840
10	W	16840
9	R	16840
9	J	16850
11	R	16850
11	J	16860
9	R	16860
9	J	16870
11	R	16870
11	J	16880
9	R	16880
9	J	16890
11	R	16890
11	J	16900
9	R	16900
9	J	16910
11	R	16910
11	J	16920
9	R	16920
9	J	16930
11	R	16930
11	W	16931
9	R	16931
10	J	16941
9	J	16941
10	R	16941
10	E	16941
8	J	16941
8	R	16941
8	W	16941
9	R	16941
11	J	17041
9	J	17041
11	R	17041
11	J	17070
9	R	17070
9	J	17080
11	R	17080
11	J	17090
9	R	17090
9	J	17100
11	R	17100
11	J	17110
9	R	17110
9	J	17120
11	R	17120
11	J	17130
9	R	17130
9	J	17140
11	R	17140
11	J	17150
9	R	17150
9	J	17160
11	R	17160
11	J	17170
9	R	17170
9	J	17180
11	R	17180
11	J	17190
9	R	17190
9	J	17200
11	R	17200
11	J	17210
9	R	17210
9	J	17220
11	R	17220
11	W	17221
9	R	17221
11	J	17331
9	J	17331
11	R	17331
11	E	17331
8	J	17331
8	R	17331
8	W	17331
9	R	17331
9	E	17361
8	J	17361
8	R	17361
8	E	17362
4	J	17362
4	R	17362
12	N	17362
12	J	17363
4	W	17363
12	R	17363
4	J	17365
12	E	17366
4	R	17366
4	W	17366
0	R	17366
4	J	24727
4	R	24727
4	W	24727
0	R	24727
4	J	24796
4	R	24796
4	W	24796
0	R	24796
4	J	24855
4	R	24855
4	W	24855
0	R	24855
4	J	24931
4	R	24931
4	W	24931
0	R	24931
4	J	24984
4	R	24984
4	W	24984
0	R	24984
4	J	25140
4	R	25140
4	W	25140
0	R	25140
4	J	25185
4	R	25185
4	W	25185
0	R	25185
4	J	25355
4	R	25355
4	W	25355
0	R	25355
4	J	25826
4	R	25826
13	N	25828
13	J	25828
4	W	25829
13	R	25829
